first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,can_select,chance_of_playing_next_round,points_per_game,penalties_saved,form,expected_goal_involvements,Predicted Points
Fábio,Ferreira Vieira,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,54,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Gabriel,Fernando de Jesus,3,2,42,600,5,119.5,154.4,255,6,152.0,52.6,2,0,4,1.1,65,FWD,1,0.0,2.5,0,0.0,3.57,31.198643
Gabriel,dos Santos Magalhães,3,2,116,2348,22,208.6,583.0,287,9,342.0,108.0,10,0,4,30.5,64,DEF,1,100.0,4.3,0,4.0,3.91,111.03658
Kai,Havertz,9,3,96,1839,20,257.0,467.2,701,14,296.0,142.6,7,0,4,5.9,77,FWD,1,0.0,4.6,0,0.0,11.02,79.488655
Karl,Hein,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,40,GK,0,0.0,0.0,0,0.0,0.0,0.7578843
Jurriën,Timber,1,2,101,2199,18,270.3,351.2,227,8,274.0,84.7,10,0,7,5.0,56,DEF,1,100.0,3.9,0,5.5,1.94,99.89231
Jorge Luiz,Frello Filho,0,0,16,540,5,69.8,37.4,5,0,82.0,11.3,2,0,4,0.2,47,MID,1,100.0,1.3,0,0.8,0.55,20.727818
Jakub,Kiwior,0,0,13,323,5,13.7,49.2,0,0,39.0,6.3,1,0,0,0.2,48,DEF,1,,1.6,0,0.0,0.03,11.842586
Gabriel,Martinelli Silva,6,3,93,1562,15,389.9,402.8,632,6,268.0,142.5,8,0,1,2.0,65,MID,1,100.0,3.9,0,1.0,7.61,86.34147
Ethan,Nwaneri,3,1,46,595,3,160.0,197.4,163,4,86.0,52.0,2,0,1,4.2,46,MID,1,100.0,2.4,0,1.8,2.02,47.81588
Martin,Ødegaard,2,4,76,1724,13,693.5,358.8,360,7,242.0,141.5,9,0,3,5.2,82,MID,1,100.0,3.6,0,3.2,8.95,101.81314
David,Raya Martin,0,0,117,2610,24,0.5,615.4,0,9,328.0,61.7,11,0,2,26.2,55,GK,1,100.0,4.0,0,4.2,0.01,88.37057
Declan,Rice,2,5,89,2154,22,761.6,521.6,260,11,350.0,153.9,9,1,3,2.9,62,MID,1,100.0,3.3,0,4.2,7.0,74.84903
Bukayo,Saka,5,11,107,1268,13,630.0,516.2,604,16,435.0,174.9,6,0,3,8.5,102,MID,1,50.0,6.7,0,0.0,9.77,145.43398
William,Saliba,2,0,114,2364,20,94.5,527.2,101,14,352.0,72.5,11,1,2,22.9,62,DEF,1,100.0,4.2,0,5.2,2.95,116.83659
Thomas,Partey,3,3,85,2185,22,316.1,487.4,142,6,365.0,94.9,7,0,4,0.8,49,MID,1,100.0,3.0,0,1.5,3.76,65.93694
Kieran,Tierney,0,0,6,77,0,37.7,15.8,11,0,10.0,6.5,0,0,0,0.0,43,DEF,1,100.0,1.0,0,0.8,0.49,15.476868
Tomiyasu,Takehiro,0,0,1,6,0,0.3,0.4,9,0,2.0,1.0,0,0,0,0.0,48,DEF,1,0.0,1.0,0,0.0,0.18,1.4202721
Leandro,Trossard,4,6,100,1899,18,503.3,405.2,544,10,316.0,144.9,9,1,2,3.1,68,MID,1,100.0,3.4,0,2.2,7.76,87.33449
Benjamin,White,0,1,29,703,7,57.3,133.4,35,0,112.0,22.5,3,0,2,2.1,61,DEF,1,100.0,2.6,0,0.5,0.52,41.038395
Oleksandr,Zinchenko,0,0,19,292,0,33.3,25.2,39,0,66.0,9.7,2,0,1,0.9,48,DEF,1,100.0,1.9,0,0.5,0.28,24.062551
Norberto,Murara Neto,0,0,7,180,2,0.0,77.8,0,0,30.0,7.8,0,0,0,0.7,41,GK,1,100.0,3.5,0,0.0,0.0,47.709404
Raheem,Sterling,0,1,17,303,2,81.2,39.8,99,0,29.0,21.8,1,0,1,0.8,67,MID,1,100.0,1.4,0,0.5,1.41,14.09288
Riccardo,Calafiori,2,1,37,921,12,116.2,249.6,174,1,123.0,53.9,1,0,4,1.3,58,DEF,1,100.0,2.2,0,0.5,1.54,36.0038
Myles,Lewis-Skelly,1,0,22,762,7,89.8,119.6,39,0,86.0,24.5,4,2,2,0.3,45,MID,1,100.0,1.6,0,0.5,0.33,20.445303
Mikel,Merino,5,1,68,1140,11,210.0,327.8,391,5,162.0,92.8,4,0,2,0.9,60,MID,1,100.0,3.2,0,4.0,4.77,83.25376
Salah-Eddine,Oulad M'hand,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,45,MID,1,,0.0,0,0.0,0.0,0.7578843
Tommy,Setford,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.1,45,GK,1,,0.0,0,0.0,0.0,0.7578843
Maldini,Kacurri,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.1,40,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Ismeal,Kabia,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,45,MID,1,,0.0,0,0.0,0.0,0.7578843
Josh,Nichols,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.1,40,DEF,1,,0.0,0,0.0,0.0,0.7578843
Nathan,Butler-Oyedeji,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.2,45,FWD,1,,0.0,0,0.0,0.0,0.7578843
Mikel,Arteta,0,0,48,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,3.7,15,AM,1,,0.0,0,4.5,0.0,30.612703
Jack,Porter,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,40,GK,1,,0.0,0,0.0,0.0,0.7578843
Leon,Bailey,1,2,46,1131,19,234.8,144.4,323,2,0.0,69.8,2,0,3,0.8,62,MID,1,100.0,2.0,0,0.7,4.65,34.55626
Ross,Barkley,3,1,40,544,9,115.5,203.4,185,5,159.0,50.3,1,0,3,0.2,52,MID,1,50.0,2.5,0,0.0,2.09,31.198643
Enzo,Barrenechea,0,0,0,0,0,0.0,0.0,0,0,150.0,0.0,0,0,0,0.0,49,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Emiliano,Buendía Stati,0,0,11,89,2,23.2,16.4,16,0,0.0,5.2,0,0,1,0.1,51,MID,0,0.0,0.9,0,0.0,0.68,2.3072026
Matty,Cash,1,1,41,1395,18,133.9,247.8,111,1,37.0,49.3,2,0,6,0.9,44,DEF,1,100.0,2.2,0,0.7,1.23,39.252735
Leander,Dendoncker,0,0,0,0,0,0.0,0.0,0,0,133.0,0.0,0,0,0,0.2,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Moussa,Diaby,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,65,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Diego Carlos,Santos Silva,0,0,21,828,15,9.2,150.6,54,1,0.0,21.5,2,0,1,0.3,45,DEF,0,0.0,2.1,0,0.0,0.72,25.540716
Lucas,Digne,0,5,75,2059,34,533.6,454.0,112,6,69.0,109.9,4,0,3,6.3,45,DEF,1,,2.7,0,2.3,4.36,60.81849
Lewis,Dobbin,0,0,0,0,0,0.0,0.0,0,0,275.0,0.0,0,0,0,0.0,50,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Jhon,Durán,7,0,53,622,14,68.9,273.8,334,9,0.0,67.5,2,1,3,1.7,57,FWD,0,0.0,2.6,0,0.0,5.35,32.435677
Joe,Gauci,0,0,0,0,0,0.0,0.0,0,0,222.0,0.0,0,0,0,0.6,40,GK,0,0.0,0.0,0,0.0,0.0,0.7578843
Kortney,Hause,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.6,39,DEF,1,,0.0,0,0.0,0.0,0.7578843
Samuel,Iling-Junior,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,54,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Boubacar,Kamara,0,0,30,1077,18,110.7,214.4,34,1,0.0,36.1,2,0,2,0.0,50,MID,1,100.0,1.8,0,0.3,0.58,23.143368
Kaine,Kesler-Hayden,0,0,0,0,0,0.0,0.0,0,0,158.0,0.0,0,0,0,0.0,40,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Ezri,Konsa Ngoyo,1,0,59,2171,39,84.3,379.6,88,6,0.0,55.2,3,0,0,5.0,44,DEF,1,100.0,2.4,0,3.0,1.07,46.314575
Ian,Maatsen,0,1,24,604,12,228.9,141.6,112,0,229.0,48.3,0,0,2,1.2,45,DEF,1,100.0,1.1,0,1.0,1.94,29.01689
Filip,Marschall,0,0,0,0,0,0.0,0.0,0,0,60.0,0.0,0,0,0,0.0,40,GK,0,0.0,0.0,0,0.0,0.0,0.7578843
Emiliano,Martínez Romero,0,0,73,2430,41,0.0,614.2,0,2,0.0,61.5,3,0,2,11.0,50,GK,1,100.0,2.6,1,1.3,0.01,62.32738
John,McGinn,0,3,53,1775,32,386.5,178.4,172,1,255.0,73.4,4,0,6,0.6,52,MID,1,100.0,2.1,0,1.7,4.2,44.598293
Tyrone,Mings,0,1,31,780,9,35.1,178.4,51,5,186.0,26.6,2,0,1,0.1,44,DEF,1,100.0,3.1,0,3.0,0.88,55.02564
Kosta,Nedeljković,0,0,5,121,4,7.2,22.8,0,0,71.0,3.0,0,0,0,0.6,39,DEF,0,0.0,1.0,0,0.0,0.02,1.4202721
Robin,Olsen,0,0,8,180,4,0.0,37.0,0,0,12.0,3.7,1,0,0,0.1,45,GK,1,100.0,2.7,0,2.3,0.0,60.81849
Pau,Torres,0,0,32,1549,29,55.5,261.2,94,0,3.0,41.2,2,0,1,0.7,42,DEF,1,100.0,1.8,0,0.0,0.85,15.198729
Jacob,Ramsey,1,3,52,1245,23,208.4,190.8,187,3,162.0,58.6,2,0,1,0.4,54,MID,1,100.0,2.5,0,3.0,3.11,48.107933
Morgan,Rogers,7,5,113,2337,36,525.3,502.0,531,11,173.0,155.9,5,0,8,16.1,55,MID,1,100.0,4.0,0,4.0,8.2,99.81237
Viljami,Sinisalo,0,0,0,0,0,0.0,0.0,0,0,307.0,0.0,0,0,0,0.0,40,GK,0,0.0,0.0,0,0.0,0.0,0.7578843
Lino,da Cruz Sousa,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,40,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Youri,Tielemans,2,4,85,2491,40,813.9,629.6,220,9,0.0,166.4,4,0,4,1.2,55,MID,1,,2.9,0,2.3,7.71,63.31935
Ollie,Watkins,13,6,147,2052,35,288.6,616.0,958,24,409.0,184.6,7,0,0,18.0,89,FWD,1,75.0,5.1,0,5.3,15.17,143.20317
Axel,Disasi,1,0,30,723,10,64.2,154.0,50,0,390.0,26.9,3,0,2,0.5,42,DEF,1,100.0,3.0,0,2.0,0.72,59.53211
Amadou,Onana,2,0,41,1078,21,107.2,229.2,180,5,188.0,51.8,2,0,4,2.1,48,MID,1,100.0,2.4,0,0.0,2.1,29.405281
Marcus,Rashford,4,4,74,1175,14,360.2,314.2,254,8,12.0,93.0,5,0,2,4.8,66,MID,1,100.0,3.7,0,3.7,5.01,99.73061
Lamare,Bogarde,0,0,6,473,11,33.3,84.8,15,0,0.0,13.3,0,0,2,0.3,40,DEF,1,,0.8,0,0.3,0.17,7.731666
Sil,Swinkels,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.1,40,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Oliwier,Zych,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,40,GK,1,,0.0,0,0.0,0.0,0.7578843
Kadan,Young,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.2,44,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Ben,Broggio,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,45,MID,1,,0.0,0,0.0,0.0,0.7578843
Jamaldeen,Jimoh,0,0,0,0,0,0.0,0.0,0,0,3.0,0.0,0,0,0,0.0,45,MID,1,,0.0,0,0.0,0.0,0.7578843
Donyell,Malen,0,0,7,168,3,16.2,24.2,77,0,0.0,11.7,0,0,0,0.1,54,MID,1,,1.2,0,0.7,0.59,21.098648
Andrés,García,0,0,6,266,5,50.4,31.2,7,0,0.0,8.8,0,0,0,0.1,45,DEF,1,,1.2,0,0.7,0.43,21.098648
Unai,Emery,0,0,36,0,0,0.0,0.0,0,0,31.0,0.0,0,0,0,1.6,8,AM,1,,0.0,0,6.0,0.0,41.093815
Marco,Asensio,2,0,19,205,5,57.9,85.6,85,3,146.0,22.9,0,0,0,2.2,61,MID,1,,4.8,0,5.3,1.58,134.46022
Max,Aarons,0,0,8,84,0,3.2,13.2,0,0,0.0,1.7,1,0,0,0.1,43,DEF,0,0.0,2.7,0,0.0,0.01,30.501934
Tyler,Adams,0,3,41,1239,21,154.8,296.8,49,1,142.0,50.2,3,0,4,0.1,49,MID,1,100.0,2.2,0,1.8,1.22,45.811653
Jaidon,Anthony,0,0,0,0,0,0.0,0.0,0,0,311.0,0.0,0,0,0,0.1,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
David,Brooks,2,1,43,722,9,208.3,157.4,232,2,331.0,59.1,2,0,3,0.0,49,MID,1,100.0,2.0,0,1.0,3.65,42.094913
Ryan,Christie,2,3,75,2057,27,537.4,500.0,290,5,97.0,133.0,8,0,9,0.2,49,MID,1,100.0,2.7,0,1.5,4.86,59.31779
Lewis,Cook,1,3,68,2391,34,616.2,512.8,93,2,0.0,122.2,4,0,6,0.2,50,MID,1,100.0,2.4,0,2.0,3.78,51.81636
Enes,Ünal,2,1,32,330,3,56.1,104.0,207,4,0.0,35.9,2,0,2,0.1,54,FWD,1,0.0,1.9,0,0.0,2.99,15.459838
Romain,Faivre,0,0,0,0,0,0.0,0.0,0,0,43.0,0.0,0,0,0,0.0,50,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Hamed,Traorè,0,0,0,0,0,0.0,0.0,0,0,13.0,0.0,0,0,0,0.0,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
James,Hill,0,1,16,420,8,27.6,87.2,29,0,345.0,14.5,1,0,1,0.6,39,DEF,1,100.0,1.8,0,0.8,0.53,29.255331
Daniel,Jebbison,0,0,8,61,1,37.0,20.0,36,0,395.0,9.3,0,0,1,1.1,45,FWD,1,100.0,0.9,0,0.5,0.33,10.909913
Milos,Kerkez,2,6,105,2537,36,447.6,567.6,196,8,0.0,121.1,6,0,4,18.4,52,DEF,1,100.0,3.6,0,3.2,2.46,101.81314
Justin,Kluivert,12,6,147,1934,26,591.6,680.4,692,14,316.0,196.6,10,0,6,35.4,62,MID,1,100.0,5.2,0,4.8,12.71,111.41428
Chris,Mepham,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,44,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Dango,Ouattara,7,4,99,1510,17,365.1,543.4,629,7,52.0,153.5,5,0,1,4.1,51,MID,1,100.0,3.8,0,1.5,9.8,92.44995
Alex,Paulsen,0,0,0,0,0,0.0,0.0,0,0,54.0,0.0,0,0,0,0.0,40,GK,0,0.0,0.0,0,0.0,0.0,0.7578843
Philip,Billing,0,0,10,176,4,102.4,54.0,47,0,370.0,20.4,0,0,1,0.0,48,MID,0,0.0,1.0,0,0.0,1.52,1.4202721
Alex,Scott,0,0,15,371,5,96.2,91.8,43,0,82.0,23.2,1,0,1,0.0,47,MID,1,100.0,1.2,0,0.8,0.67,23.303585
Antoine,Semenyo,7,5,111,2465,33,531.5,573.2,998,7,75.0,209.5,7,0,9,9.0,57,MID,1,100.0,4.0,0,1.2,11.97,81.17987
Marcos,Senesi,0,0,21,917,15,78.7,221.0,29,3,93.0,33.1,1,0,4,0.3,46,DEF,1,50.0,1.9,0,0.0,1.25,15.459838
Luis,Sinisterra,1,1,23,229,4,115.3,112.0,195,2,212.0,42.3,0,0,0,0.1,48,MID,1,75.0,1.9,0,0.8,2.47,29.516438
Adam,Smith,0,0,34,1032,13,62.2,116.2,8,0,76.0,18.6,3,0,4,0.1,44,DEF,1,0.0,2.0,0,0.0,0.7,22.70462
Marcus,Tavernier,3,6,72,1500,23,532.0,392.4,389,3,290.0,131.3,3,0,5,0.4,54,MID,1,100.0,3.3,0,2.8,7.65,79.012566
Mark,Travers,0,0,19,450,5,0.0,146.4,0,1,242.0,14.6,1,0,0,0.1,44,GK,0,0.0,3.8,0,0.0,0.01,63.63401
Illia,Zabarnyi,0,0,65,2364,32,136.3,501.4,44,3,271.0,68.4,6,1,3,0.5,44,DEF,1,100.0,2.4,0,-0.2,1.23,29.405281
Kepa,Arrizabalaga,0,0,72,1980,29,10.2,563.2,4,4,11.0,57.6,5,0,3,3.1,46,GK,1,100.0,3.3,0,1.2,0.07,67.65836
Dean,Huijsen,2,0,71,1690,21,156.3,563.8,145,11,0.0,86.5,5,0,6,4.7,45,DEF,1,,3.1,0,1.0,2.78,57.506664
Julián,Araujo Zúñiga,0,0,8,352,7,7.9,40.0,2,0,291.0,5.1,0,0,1,0.1,43,DEF,1,50.0,1.0,0,0.0,0.04,1.4202721
Will,Dennis,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.3,39,GK,1,,0.0,0,0.0,0.0,0.7578843
Francisco Evanilson,de Lima Barbosa,6,4,89,1541,21,248.6,294.6,688,14,6.0,122.7,8,0,0,3.3,57,FWD,1,100.0,4.0,0,2.8,9.19,92.5341
Max,Kinsey,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,40,DEF,1,,0.0,0,0.0,0.0,0.7578843
Ben,Winterburn,0,0,2,9,0,0.0,0.2,0,0,3.0,0.0,0,0,0,0.0,45,MID,1,,1.0,0,0.0,0.0,1.4202721
Archie,Harris,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,40,DEF,1,,0.0,0,0.0,0.0,0.7578843
Remy,Rees-Dottin,0,0,1,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.1,45,FWD,1,,1.0,0,0.0,0.0,1.4202721
Matai,Akinmboni,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,40,DEF,1,,0.0,0,0.0,0.0,0.7578843
Julio,Soler,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,39,DEF,1,100.0,0.0,0,0.0,0.0,0.7578843
Daniel,Adu-Adjei,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,45,FWD,1,,0.0,0,0.0,0.0,0.7578843
Dominic,Sadi,0,0,0,0,0,0.0,0.0,0,0,5.0,0.0,0,0,0,0.0,45,MID,1,,0.0,0,0.0,0.0,0.7578843
Callan,McKenna,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,40,GK,1,,0.0,0,0.0,0.0,0.7578843
Zain,Silcott-Duberry,0,0,1,1,0,1.0,2.0,0,0,26.0,0.3,0,0,0,0.0,45,MID,1,,1.0,0,0.0,0.0,1.4202721
Andoni,Iraola,0,0,29,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,6.7,11,AM,1,,0.0,0,1.8,0.0,19.168474
Kristoffer,Ajer,0,0,28,1206,19,113.6,165.4,127,0,314.0,40.6,2,0,4,0.2,44,DEF,1,100.0,1.8,0,1.7,1.16,34.256313
Ethan,Brierley,0,0,0,0,0,0.0,0.0,0,0,401.0,0.0,0,0,0,0.1,44,MID,1,100.0,0.0,0,0.0,0.0,0.7578843
Nathan,Collins,2,5,90,2610,45,119.6,791.6,248,5,0.0,116.0,5,0,4,3.0,45,DEF,1,,3.1,0,1.3,3.49,68.008125
Mikkel,Damsgaard,2,9,108,2217,32,808.3,628.8,286,10,332.0,172.3,8,0,2,1.9,51,MID,1,100.0,3.7,0,2.0,7.78,89.030396
Josh,Dasilva,0,0,0,0,0,0.0,0.0,0,0,3.0,0.0,0,0,0,0.0,48,MID,1,0.0,0.0,0,0.0,0.0,0.7578843
Mark,Flekken,0,1,96,2465,43,20.3,1022.6,0,5,0.0,104.0,4,0,1,10.0,44,GK,1,100.0,3.4,0,3.0,0.09,81.255554
Rico,Henry,0,0,1,3,0,0.3,1.0,0,0,302.0,0.1,0,0,0,0.0,43,DEF,1,25.0,1.0,0,0.0,0.0,1.4202721
Aaron,Hickey,0,0,0,0,0,0.0,0.0,0,0,125.0,0.0,0,0,0,0.0,43,DEF,1,25.0,0.0,0,0.0,0.0,0.7578843
Vitaly,Janelt,1,3,68,2098,36,264.0,326.8,127,2,5.0,71.8,6,0,3,0.2,49,MID,1,100.0,2.4,0,1.3,3.13,59.296993
Mathias,Jensen,0,1,28,728,14,205.9,114.4,32,1,10.0,35.5,2,0,1,0.1,53,MID,1,100.0,1.8,0,0.3,1.4,23.143368
Kim,Ji-soo,0,0,3,28,0,0.8,5.0,0,0,275.0,0.6,0,0,0,0.3,39,DEF,1,,1.0,0,0.3,0.0,9.364901
Yunus Emre,Konak,0,0,7,27,2,3.7,7.8,3,0,587.0,1.2,0,0,0,0.1,44,MID,1,,1.0,0,0.3,0.15,9.364901
Keane,Lewis-Potter,1,4,75,2367,40,354.4,434.0,360,0,27.0,115.0,6,0,4,0.1,50,MID,1,,2.6,0,2.0,6.34,54.846745
Bryan,Mbeumo,15,6,179,2605,43,824.9,927.6,788,24,312.0,254.3,6,0,2,41.4,81,MID,1,100.0,6.2,0,4.3,16.1,178.56163
Ben,Mee,0,0,9,180,4,3.0,36.8,6,0,3.0,4.6,1,0,2,0.3,42,DEF,1,100.0,1.3,0,0.3,0.02,14.615856
Christian,Nørgaard,4,2,73,2010,33,267.0,538.8,265,4,0.0,107.2,3,1,4,0.2,48,MID,1,100.0,2.9,0,4.0,3.82,67.434006
Frank,Onyeka,0,0,2,23,0,0.5,0.0,0,0,162.0,0.0,0,0,0,0.0,49,MID,0,0.0,1.0,0,0.0,0.02,1.4202721
Myles,Peart-Harris,0,0,0,0,0,0.0,0.0,0,0,125.0,0.0,0,0,0,0.0,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Ethan,Pinnock,2,0,46,1830,33,100.4,528.8,189,0,265.0,82.0,2,0,2,0.3,44,DEF,1,100.0,2.2,0,2.0,1.51,49.81213
Mads,Roerslev Rasmussen,0,2,36,1100,20,185.8,214.4,78,0,20.0,48.0,2,0,2,0.1,43,DEF,0,0.0,1.9,0,0.0,2.29,15.459838
Kevin,Schade,7,4,104,1562,24,196.5,418.0,573,7,0.0,118.4,7,0,2,1.2,51,MID,1,100.0,3.6,0,2.3,6.92,89.608185
Igor Thiago,Nascimento Rodrigues,0,0,5,129,2,27.9,10.8,6,0,10.0,4.2,0,0,0,0.0,59,FWD,1,0.0,1.2,0,0.0,0.12,9.246977
Ivan,Toney,0,0,0,0,0,0.0,0.0,0,0,408.0,0.0,0,0,0,1.1,73,FWD,0,0.0,0.0,0,0.0,0.0,0.7578843
Hákon,Valdimarsson,0,0,2,144,2,0.1,21.4,0,0,130.0,2.1,0,0,0,4.1,39,GK,1,,1.0,0,0.0,0.0,1.4202721
Yoane,Wissa,13,3,132,2111,33,282.5,599.8,834,23,0.0,171.0,6,0,2,17.2,65,FWD,1,100.0,5.1,0,6.3,14.96,133.14685
Yehor,Yarmoliuk,0,0,26,781,17,126.8,166.6,83,0,95.0,37.6,0,0,3,2.3,44,MID,1,,1.2,0,0.7,1.02,21.098648
Mathias,Jorgensen,0,0,0,0,0,0.0,0.0,0,0,126.0,0.0,0,0,0,0.0,45,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Fábio,Freitas Gouveia Carvalho,2,1,35,443,14,71.5,142.2,154,1,5.0,36.3,0,0,1,0.4,45,MID,1,0.0,1.8,0,0.0,3.03,15.198729
Sepp,van den Berg,0,1,38,1774,37,77.7,416.8,140,1,0.0,63.6,2,0,1,1.8,41,DEF,1,100.0,1.7,0,0.3,1.24,23.13463
Ryan,Trevitt,0,0,1,3,0,0.1,2.6,0,0,3.0,0.3,0,0,0,0.0,44,MID,0,0.0,1.0,0,0.0,0.0,1.4202721
Gustavo,Nunes Fernandes Gomes,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,49,MID,1,0.0,0.0,0,0.0,0.0,0.7578843
Jayden,Meghoma,0,0,1,4,0,0.3,0.2,0,0,20.0,0.1,0,0,0,0.0,40,DEF,0,0.0,1.0,0,0.0,0.0,1.4202721
Tony,Yogane,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Paris,Maghoma,0,0,7,105,1,15.5,25.4,10,0,0.0,5.1,0,0,0,0.0,45,MID,1,,1.0,0,0.3,0.16,9.364901
Benjamin,Arthur,0,0,0,0,0,0.0,0.0,0,0,112.0,0.0,0,0,0,0.0,40,DEF,1,,0.0,0,0.0,0.0,0.7578843
Thomas,Frank,0,0,41,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.8,8,AM,1,,0.0,0,4.0,0.0,35.18911
Michael,Kayode,0,0,4,30,1,24.9,10.4,6,0,270.0,4.2,0,0,0,0.0,45,DEF,1,50.0,1.0,0,0.3,0.07,9.364901
Julian,Eyestone,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,40,GK,1,,0.0,0,0.0,0.0,0.7578843
Iwan,Morgan,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,45,FWD,1,,0.0,0,0.0,0.0,0.7578843
Benjamin,Fredrick,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,40,DEF,1,,0.0,0,0.0,0.0,0.7578843
Simon,Adingra,2,1,39,613,13,127.1,144.0,174,0,207.0,44.4,1,0,0,0.3,51,MID,1,100.0,1.9,0,0.8,3.07,29.516438
Benicio,Baker-Boaitey,0,0,0,0,0,0.0,0.0,0,0,202.0,0.0,0,0,0,0.0,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Carlos,Baleba,2,1,61,1948,25,276.6,346.2,165,4,65.0,78.8,7,1,6,0.2,50,MID,1,100.0,2.4,0,2.0,3.96,51.81636
Valentín,Barco,0,0,0,0,0,0.0,0.0,0,0,21.0,0.0,0,0,0,2.1,40,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Amario,Cozier-Duberry,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Mahmoud,Dahoud,0,0,0,0,0,0.0,0.0,0,0,132.0,0.0,0,0,0,0.0,49,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Lewis,Dunk,0,1,38,1560,30,100.8,332.2,79,0,0.0,51.2,4,0,4,2.4,42,DEF,1,50.0,2.0,0,0.0,1.33,22.70462
Pervis,Estupiñán,1,1,51,1689,28,432.1,365.2,105,6,103.0,90.4,2,0,3,0.9,49,DEF,1,100.0,2.3,0,3.0,2.28,39.94983
Billy,Gilmour,0,0,3,97,1,11.9,11.4,2,0,318.0,2.5,0,0,0,0.0,50,MID,0,0.0,1.5,0,0.0,0.12,8.7452345
Pascal,Groß,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,65,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Jack,Hinshelwood,2,1,50,1252,19,150.6,207.6,112,5,67.0,47.3,5,0,3,0.1,49,MID,1,100.0,2.9,0,4.5,2.59,62.85761
